customer_id,product_id,content_rank_score,past_quantity,global_popularity,unit_price,product_rating,is_new_customer,als_score,target
CUST-011133,PROD-000106,0.05263157894736842,0,487,587.18,2.9,0,-0.037792131304740906,0
CUST-011133,PROD-000347,0.14285714285714285,2,583,40.16,3.8,0,0.8238270282745361,0
CUST-011947,PROD-001056,0.3333333333333333,4,561,51.65,2.8,0,0.9447468519210815,0
CUST-011947,PROD-000544,0.5,4,563,41.53,3.3,0,1.0284230709075928,0
CUST-012740,PROD-000203,0.125,1,490,77.77,3.7,0,0.66139155626297,0
CUST-012740,PROD-001012,0.1,1,482,146.3,3.2,0,0.7154591083526611,0
CUST-012779,PROD-000404,0.3333333333333333,3,558,498.63,3.6,0,0.9541283845901489,0
CUST-012779,PROD-000715,0.125,2,449,217.42,3.6,0,0.8542760014533997,0
CUST-012816,PROD-000762,0.25,2,546,28.01,3.2,0,0.9174478650093079,0
CUST-012816,PROD-000512,0.07692307692307693,0,530,29.08,2.8,0,0.2293758988380432,0
CUST-012928,PROD-000763,0.1111111111111111,1,459,291.89,3.7,0,0.7505477666854858,0
CUST-012928,PROD-000893,0.06666666666666667,1,472,138.21,2.8,0,0.7204484343528748,0
CUST-013342,PROD-000581,0.08333333333333333,1,513,168.09,4.3,0,0.6488008499145508,0
CUST-013342,PROD-000072,0.16666666666666666,2,494,491.55,3.1,0,0.8300491571426392,0
CUST-013344,PROD-000842,0.08333333333333333,2,470,96.09,3.2,0,0.936470627784729,0
CUST-013344,PROD-000241,0.05,1,578,141.37,2.7,0,0.6651141047477722,0
CUST-013793,PROD-000268,0.14285714285714285,1,492,31.36,4.0,0,0.6399272084236145,0
CUST-013793,PROD-000211,0.1111111111111111,1,546,219.74,3.7,0,0.705264151096344,0
CUST-014153,PROD-000930,0.3333333333333333,3,569,80.97,4.9,0,0.8701550960540771,0
CUST-014153,PROD-000909,0.16666666666666666,2,538,148.33,2.7,0,0.9959124326705933,0
CUST-014155,PROD-000574,0.05555555555555555,0,551,59.25,2.8,0,0.251790314912796,0
CUST-014155,PROD-000562,0.125,0,469,167.16,4.6,0,0.36863312125205994,0
CUST-014636,PROD-000715,0.16666666666666666,1,449,217.42,3.6,0,0.7228352427482605,0
CUST-014636,PROD-000503,0.06666666666666667,0,542,50.61,4.0,0,-0.08998523652553558,0
CUST-014871,PROD-000492,0.07692307692307693,0,458,38.29,4.1,0,-0.13743391633033752,0
CUST-014871,PROD-000841,0.1111111111111111,0,568,176.21,3.2,0,0.053973786532878876,0
CUST-015444,PROD-000210,0.05555555555555555,0,541,229.29,3.1,0,0.14387604594230652,0
CUST-015444,PROD-000006,0.125,1,531,438.43,3.8,0,0.9527962803840637,0
CUST-015521,PROD-000248,0.09090909090909091,1,515,52.19,3.7,0,0.825928807258606,0
CUST-015521,PROD-000199,0.5,3,486,271.1,4.1,0,0.9475961923599243,0
CUST-015613,PROD-000827,0.125,0,516,39.96,3.2,0,0.5021563172340393,0
CUST-015613,PROD-000150,0.5,2,542,627.36,2.7,0,0.8404672145843506,0
CUST-015938,PROD-000577,0.09090909090909091,2,509,165.58,3.2,0,0.7946828007698059,0
CUST-015938,PROD-000558,0.07692307692307693,1,534,177.43,4.4,0,0.7440457344055176,0
CUST-016005,PROD-000446,0.1111111111111111,0,460,333.9,4.1,0,0.025988087058067322,0
CUST-016005,PROD-000386,0.3333333333333333,1,533,382.54,4.6,0,0.6753090620040894,0
CUST-016482,PROD-000320,0.14285714285714285,1,486,33.08,4.3,0,0.6717591285705566,0
CUST-016482,PROD-000504,0.05263157894736842,0,464,63.54,4.2,0,0.052799373865127563,0
CUST-016781,PROD-000390,0.09090909090909091,1,574,266.05,3.2,0,0.717517614364624,0
CUST-016781,PROD-000737,0.14285714285714285,2,498,98.28,4.3,0,0.9678719639778137,0
CUST-017000,PROD-000336,0.0625,1,503,268.63,4.5,0,0.8646165132522583,0
CUST-017000,PROD-000674,0.07692307692307693,1,541,405.0,3.8,0,0.8041374087333679,0
CUST-017236,PROD-000833,0.06666666666666667,1,488,148.55,4.9,0,0.826778769493103,0
CUST-017236,PROD-000331,0.2,3,523,322.78,3.2,0,0.8516021966934204,0
CUST-018771,PROD-001020,0.1111111111111111,0,471,12.31,4.8,0,0.24537992477416992,0
CUST-018771,PROD-000966,0.2,1,498,882.09,3.2,0,0.6996725797653198,0
CUST-019437,PROD-000730,0.125,0,569,233.33,4.1,0,-0.29388758540153503,0
CUST-019437,PROD-000795,0.05555555555555555,0,500,276.24,3.3,0,-0.03799398988485336,0
CUST-019551,PROD-000519,0.05555555555555555,0,469,25.97,4.0,0,0.10959313809871674,0
CUST-019551,PROD-000405,0.1111111111111111,1,535,102.72,4.2,0,0.7285890579223633,0
CUST-019663,PROD-000054,0.05263157894736842,0,534,1146.68,4.0,0,0.16936160624027252,0
CUST-019663,PROD-001077,0.07142857142857142,2,526,15.01,3.7,0,0.9162245988845825,0
CUST-019728,PROD-001077,0.05263157894736842,0,526,15.01,3.7,0,-0.03510593995451927,0
CUST-019728,PROD-001084,0.07692307692307693,0,509,64.98,2.8,0,0.37564703822135925,0
CUST-019767,PROD-000099,0.08333333333333333,1,421,188.94,4.3,0,0.6944397687911987,0
CUST-019767,PROD-000726,0.125,2,512,253.56,4.0,0,0.7808253765106201,0
CUST-020547,PROD-001023,0.2,3,546,6.44,3.1,0,0.85699462890625,0
CUST-020547,PROD-000558,0.058823529411764705,0,534,177.43,4.4,0,-0.22348685562610626,0
CUST-020876,PROD-001172,0.0625,0,483,246.92,4.8,0,-0.009674042463302612,0
CUST-020876,PROD-000547,0.3333333333333333,3,506,79.47,3.8,0,0.936582624912262,0
CUST-020910,PROD-000571,0.0625,0,490,43.12,4.4,0,0.09139107912778854,1
CUST-020910,PROD-000351,0.5,3,442,351.76,4.8,0,0.9195773601531982,0
CUST-020910,PROD-000469,0.25,2,528,56.47,4.5,0,0.8382678031921387,0
CUST-020910,PROD-000585,0.2,1,545,17.24,4.8,0,0.6389614343643188,0
CUST-020910,PROD-000836,0.16666666666666666,1,517,36.22,3.6,0,0.7622047662734985,0
CUST-020983,PROD-000587,0.07142857142857142,0,514,35.3,3.6,0,0.4233940839767456,0
CUST-020983,PROD-000200,0.3333333333333333,2,575,68.25,2.6,0,0.7890107035636902,0
CUST-021644,PROD-000934,0.0625,0,528,78.69,4.7,0,-0.00911867618560791,1
CUST-021644,PROD-000125,0.07692307692307693,0,444,166.11,2.7,0,0.141556978225708,0
CUST-021644,PROD-000906,0.05,0,509,115.43,4.8,0,-0.045433446764945984,0
CUST-021644,PROD-000124,0.06666666666666667,0,496,148.55,2.5,0,-0.05988175421953201,0
CUST-021644,PROD-000122,0.1111111111111111,0,491,481.93,3.4,0,0.1147075966000557,0
CUST-022352,PROD-000082,0.05555555555555555,1,478,359.11,4.7,0,0.8024989366531372,0
CUST-022352,PROD-000224,1.0,3,499,99.83,4.7,0,0.9074376225471497,0
CUST-024534,PROD-000069,0.25,2,514,988.36,2.7,0,0.8625300526618958,0
CUST-024534,PROD-000483,0.05555555555555555,0,580,58.48,4.8,0,0.15308009088039398,0
CUST-000998,PROD-000764,0.1111111111111111,3,583,70.89,3.2,0,0.8989928960800171,0
CUST-000998,PROD-000751,0.09090909090909091,2,502,41.75,4.1,0,0.8765746355056763,0
CUST-001189,PROD-000161,0.25,3,558,196.23,3.6,0,0.8830180764198303,0
CUST-001189,PROD-000939,0.1,1,584,204.3,3.7,0,0.7962480187416077,0
CUST-001236,PROD-000330,0.07142857142857142,2,545,182.41,4.5,0,0.8853844404220581,0
CUST-001236,PROD-000694,0.16666666666666666,3,661,467.77,2.7,0,0.9456362724304199,0
CUST-001523,PROD-000652,0.06666666666666667,0,492,446.68,4.7,0,0.12764477729797363,0
CUST-001523,PROD-000574,1.0,4,551,59.25,2.8,0,0.9214617013931274,0
CUST-002343,PROD-000672,0.2,2,521,100.76,3.5,0,0.8601328730583191,1
CUST-002343,PROD-000096,0.1,0,474,125.16,3.8,0,-0.05221901834011078,0
CUST-002343,PROD-000103,0.05555555555555555,0,494,461.41,4.4,0,0.14769300818443298,0
CUST-002343,PROD-000717,0.14285714285714285,1,487,155.85,3.3,0,0.7496324777603149,0
CUST-002343,PROD-000073,0.25,2,524,623.02,4.1,0,0.8237009048461914,0
CUST-003655,PROD-000532,0.1,1,535,17.29,3.9,0,0.6942877769470215,0
CUST-003655,PROD-000654,0.058823529411764705,1,511,475.68,3.5,0,0.694048285484314,0
CUST-003733,PROD-000691,0.05,1,516,458.92,3.0,0,0.8768596649169922,0
CUST-003733,PROD-000891,0.14285714285714285,3,469,231.02,4.2,0,0.8939707279205322,0
CUST-004086,PROD-000573,0.2,2,548,25.69,4.9,0,0.8298332095146179,0
CUST-004086,PROD-000433,0.08333333333333333,1,485,104.55,4.0,0,0.8761656284332275,0
CUST-004087,PROD-001005,0.16666666666666666,3,539,341.44,4.0,0,0.9297515153884888,0
CUST-004087,PROD-000809,0.05555555555555555,1,554,79.42,2.8,0,0.7238803505897522,0
CUST-004291,PROD-000922,0.058823529411764705,1,498,164.97,4.8,0,0.6591916084289551,0
CUST-004291,PROD-000763,1.0,5,459,291.89,3.7,0,0.9295322895050049,0
CUST-004445,PROD-000850,0.05,0,532,107.81,2.7,0,-0.3514191508293152,0
CUST-004445,PROD-000068,0.09090909090909091,0,523,309.38,4.7,0,0.130989208817482,0
CUST-005195,PROD-000690,0.0625,1,490,170.0,3.3,0,0.9693821668624878,0
CUST-005195,PROD-000244,1.0,4,524,32.91,4.5,0,0.9378652572631836,0
CUST-005536,PROD-001124,0.25,2,454,211.45,3.9,0,0.8548650741577148,0
CUST-005536,PROD-000367,0.08333333333333333,2,470,315.14,2.6,0,0.8599618077278137,0
CUST-006280,PROD-000576,0.1,1,556,26.52,4.9,0,0.8225310444831848,0
CUST-006280,PROD-001151,0.125,1,470,141.88,4.1,0,0.8010075092315674,0
CUST-007151,PROD-000849,0.5,5,518,31.27,2.7,0,1.0118951797485352,0
CUST-007151,PROD-000643,0.125,3,492,361.16,4.0,0,0.8897199034690857,0
CUST-007572,PROD-000867,0.05263157894736842,0,483,78.23,4.0,0,0.45627981424331665,0
CUST-007572,PROD-000783,0.3333333333333333,2,515,208.42,3.9,0,0.9497424364089966,0
CUST-008130,PROD-000572,0.3333333333333333,4,510,100.06,4.9,0,0.9464799165725708,0
CUST-008130,PROD-000792,0.0625,2,533,137.53,3.2,0,0.9222732782363892,0
CUST-008135,PROD-001099,0.3333333333333333,3,477,290.74,4.1,0,0.9235894680023193,0
CUST-008135,PROD-000322,0.05555555555555555,1,547,164.88,3.4,0,0.7211117744445801,0
CUST-008560,PROD-000424,0.16666666666666666,2,437,163.54,4.6,0,0.814860999584198,1
CUST-008560,PROD-000544,0.2,2,563,41.53,3.3,0,0.9528102874755859,0
CUST-008560,PROD-000158,0.05,0,476,291.57,4.6,0,0.596953272819519,0
CUST-008560,PROD-000163,0.058823529411764705,0,565,32.72,4.8,0,0.22866451740264893,0
CUST-008560,PROD-001133,0.14285714285714285,2,545,249.37,3.1,0,0.8650046586990356,0
CUST-008773,PROD-001146,0.1111111111111111,1,521,122.88,3.9,0,0.6162726283073425,0
CUST-008773,PROD-000365,0.058823529411764705,0,487,248.98,3.1,0,-0.2667285203933716,0
CUST-008914,PROD-000569,0.05263157894736842,1,588,96.31,4.0,0,0.7584155797958374,1
CUST-008914,PROD-000756,0.07142857142857142,1,510,194.92,4.2,0,0.7281948328018188,0
CUST-008914,PROD-000937,0.14285714285714285,2,505,174.76,3.1,0,0.8582503199577332,0
CUST-008914,PROD-000989,0.05555555555555555,1,504,863.71,4.2,0,0.7952912449836731,0
CUST-008914,PROD-001061,0.1,1,518,15.49,3.2,0,0.8596104383468628,0
CUST-009008,PROD-000623,0.07692307692307693,1,551,22.99,2.8,0,0.7800891399383545,0
CUST-009008,PROD-000858,0.08333333333333333,1,584,227.47,3.6,0,0.8605296611785889,0
CUST-009413,PROD-000663,0.06666666666666667,1,458,442.2,3.5,0,0.7382029891014099,0
CUST-009413,PROD-001102,0.058823529411764705,1,486,103.14,3.3,0,0.7957848310470581,0
CUST-009656,PROD-000337,0.06666666666666667,1,559,111.12,3.0,0,0.7222799062728882,0
CUST-009656,PROD-000294,0.25,3,511,41.08,4.1,0,0.962573766708374,0
CUST-009852,PROD-000228,0.125,2,509,46.11,4.1,0,0.9226998686790466,0
CUST-009852,PROD-000719,0.05,1,578,43.68,2.8,0,0.8782491683959961,0
CUST-010879,PROD-000482,0.3333333333333333,3,507,41.06,2.9,0,0.8715396523475647,0
CUST-010879,PROD-000493,0.09090909090909091,1,529,66.55,4.4,0,0.6820354461669922,0
CUST-011665,PROD-000589,1.0,4,557,42.76,4.3,0,0.9495264887809753,0
CUST-011665,PROD-000592,0.05263157894736842,0,509,191.74,3.3,0,-0.099397674202919,0
CUST-012316,PROD-000540,0.05555555555555555,0,479,56.33,4.3,0,0.19379451870918274,0
CUST-012316,PROD-001169,0.125,2,511,270.24,4.8,0,0.941022515296936,0
CUST-012985,PROD-000205,0.05263157894736842,0,531,195.81,4.6,0,0.4024409055709839,0
CUST-012985,PROD-001107,0.125,2,559,243.3,3.8,0,0.8505983352661133,0
CUST-013305,PROD-000177,1.0,5,505,35.79,4.5,0,0.9370467662811279,0
CUST-013305,PROD-000743,0.3333333333333333,3,548,100.86,3.2,0,0.9565156102180481,0
CUST-013606,PROD-000402,0.5,4,518,178.71,4.3,0,0.9327374696731567,0
CUST-013606,PROD-000262,0.125,2,524,58.4,4.7,0,0.8306931257247925,0
CUST-013641,PROD-000461,0.3333333333333333,3,563,102.67,4.8,0,0.8810334205627441,0
CUST-013641,PROD-000009,0.5,3,539,792.89,3.0,0,0.9245779514312744,0
CUST-013806,PROD-000495,0.09090909090909091,2,515,48.11,3.3,0,0.8623273372650146,0
CUST-013806,PROD-000905,0.3333333333333333,4,474,131.61,2.5,0,0.8896688222885132,0
CUST-014957,PROD-000895,0.058823529411764705,0,526,19.92,3.3,0,0.1466214805841446,0
CUST-014957,PROD-000004,0.125,0,526,1120.49,4.8,0,0.019516481086611748,0
CUST-015082,PROD-000867,0.3333333333333333,3,483,78.23,4.0,0,0.8950247764587402,1
CUST-015082,PROD-000421,0.1,2,472,152.77,3.2,0,0.873321533203125,0
CUST-015082,PROD-000470,0.058823529411764705,1,480,66.4,4.6,0,0.8773916959762573,0
CUST-015082,PROD-001127,0.125,2,514,35.63,3.4,0,0.8971034288406372,0
CUST-015082,PROD-001045,0.16666666666666666,3,550,93.61,3.0,0,0.8553069233894348,0
CUST-015245,PROD-000905,0.05263157894736842,0,474,131.61,2.5,0,-0.12023895233869553,0
CUST-015245,PROD-000892,0.05,0,542,81.74,3.2,0,0.1872032880783081,0
CUST-015322,PROD-001089,0.0625,0,437,80.31,3.6,0,0.2853558659553528,0
CUST-015322,PROD-000705,0.125,0,495,126.85,4.1,0,0.1042025089263916,0
CUST-015849,PROD-000409,0.0625,2,542,224.37,3.5,0,0.810338020324707,0
CUST-015849,PROD-000322,0.07142857142857142,3,547,164.88,3.4,0,0.9606951475143433,0
CUST-016136,PROD-000654,0.14285714285714285,1,511,475.68,3.5,0,0.8340214490890503,0
CUST-016136,PROD-000131,0.25,2,519,793.35,3.4,0,0.8121342658996582,0
CUST-016409,PROD-000769,0.25,3,518,280.55,2.7,0,0.9005701541900635,0
CUST-016409,PROD-000815,0.07142857142857142,1,420,192.86,3.6,0,0.690677285194397,0
CUST-017213,PROD-000704,0.08333333333333333,1,487,590.44,3.0,0,0.8016102313995361,0
CUST-017213,PROD-000148,0.07142857142857142,1,406,790.65,3.4,0,0.7037996053695679,0
CUST-017542,PROD-000057,0.07142857142857142,0,451,253.01,4.1,0,0.3636391758918762,0
CUST-017542,PROD-000360,0.06666666666666667,0,534,276.66,4.8,0,-0.49189847707748413,0
CUST-017967,PROD-001052,0.5,1,502,45.62,4.1,0,0.7266560792922974,0
CUST-017967,PROD-000260,0.25,0,569,111.12,4.0,0,-0.07495037466287613,0
CUST-018165,PROD-001008,0.16666666666666666,1,502,461.13,3.3,0,0.5778011679649353,1
CUST-018165,PROD-000470,0.07692307692307693,0,480,66.4,4.6,0,0.09152758866548538,1
CUST-018165,PROD-000974,0.5,3,520,337.78,4.2,0,0.9710409045219421,0
CUST-018165,PROD-000663,0.06666666666666667,0,458,442.2,3.5,0,-0.0027252361178398132,0
CUST-018165,PROD-000671,0.08333333333333333,0,483,39.5,4.7,0,0.4353046417236328,0
CUST-018165,PROD-000471,0.05263157894736842,0,551,24.41,3.1,0,0.506699800491333,0
CUST-018165,PROD-000687,0.0625,0,475,397.56,2.6,0,0.1558697521686554,0
CUST-018165,PROD-000541,0.05,0,492,42.56,3.8,0,0.1721561700105667,0
CUST-018165,PROD-001175,0.25,3,548,87.88,2.9,0,0.9156664609909058,0
CUST-018165,PROD-000481,0.07142857142857142,0,444,77.89,4.1,0,0.16071663796901703,0
CUST-018555,PROD-000271,0.14285714285714285,1,415,147.88,2.8,0,0.7577097415924072,0
CUST-018555,PROD-000479,0.05555555555555555,0,523,19.78,3.2,0,0.1862630546092987,0
CUST-019349,PROD-000874,0.06666666666666667,1,509,119.97,4.6,0,0.44262421131134033,0
CUST-019349,PROD-000246,0.2,4,557,132.81,4.5,0,0.9258583188056946,0
CUST-019528,PROD-000632,0.05555555555555555,0,489,52.75,4.3,0,-0.044231921434402466,1
CUST-019528,PROD-000215,0.07142857142857142,1,524,79.21,2.8,0,0.746465265750885,0
CUST-019528,PROD-000706,0.16666666666666666,2,529,108.22,4.0,0,0.9450221061706543,0
CUST-019528,PROD-000563,0.1111111111111111,1,513,185.71,4.0,0,0.6015912890434265,0
CUST-019528,PROD-000370,0.06666666666666667,1,521,306.92,2.9,0,0.7876892685890198,0
CUST-019801,PROD-000208,0.125,1,514,78.62,3.7,0,0.8159222602844238,0
CUST-019801,PROD-000760,0.3333333333333333,3,467,159.29,2.7,0,0.8731058835983276,0
CUST-020322,PROD-000675,0.06666666666666667,3,529,563.36,3.5,0,0.9964291453361511,0
CUST-020322,PROD-000487,0.05555555555555555,2,483,25.1,3.4,0,0.9304718971252441,0
CUST-022231,PROD-000728,0.25,2,510,75.6,3.2,0,0.8560476303100586,0
CUST-022231,PROD-000294,0.5,2,511,41.08,4.1,0,0.7948387861251831,0
CUST-022267,PROD-000018,0.05555555555555555,1,525,1207.67,4.6,0,0.9153993129730225,0
CUST-022267,PROD-000858,1.0,5,584,227.47,3.6,0,0.9676130414009094,0
CUST-022595,PROD-000212,0.3333333333333333,4,564,168.99,3.6,0,0.936883807182312,0
CUST-022595,PROD-000320,0.125,1,486,33.08,4.3,0,0.7062329053878784,0
CUST-024347,PROD-001139,0.16666666666666666,1,502,237.28,3.3,0,0.8482699990272522,0
CUST-024347,PROD-000984,0.07142857142857142,0,508,936.28,4.2,0,0.31339725852012634,0
CUST-000166,PROD-000789,0.0625,0,529,179.5,2.8,0,0.25073426961898804,0
CUST-000166,PROD-000054,0.05,0,534,1146.68,4.0,0,0.014013931155204773,0
CUST-000310,PROD-001175,0.14285714285714285,1,548,87.88,2.9,0,0.7960730791091919,0
CUST-000310,PROD-000457,0.07692307692307693,0,515,110.35,4.8,0,-0.24636249244213104,0
CUST-000510,PROD-000728,0.5,3,510,75.6,3.2,0,0.8962982892990112,0
CUST-000510,PROD-000612,0.16666666666666666,2,556,153.39,4.1,0,0.8339674472808838,0
CUST-000990,PROD-000907,0.07692307692307693,1,489,298.77,4.7,0,0.8742286562919617,0
CUST-000990,PROD-000549,1.0,5,607,16.24,2.8,0,0.9494839906692505,0
CUST-001026,PROD-000323,0.07692307692307693,2,477,291.83,3.9,0,0.9613245725631714,0
CUST-001026,PROD-000021,0.1111111111111111,3,449,705.28,4.5,0,0.9853835105895996,0
CUST-001085,PROD-000226,0.06666666666666667,1,580,147.53,3.5,0,0.8741813898086548,0
CUST-001085,PROD-000973,0.1,2,518,754.8,3.5,0,0.8995794653892517,0
CUST-002050,PROD-000216,0.07142857142857142,0,510,269.35,4.1,0,-0.3351152837276459,0
CUST-002050,PROD-000186,0.05555555555555555,0,483,132.98,2.6,0,0.28570204973220825,0
CUST-002252,PROD-001099,0.0625,1,477,290.74,4.1,0,0.8360772132873535,0
CUST-002252,PROD-000150,0.2,3,542,627.36,2.7,0,0.9996330738067627,0
CUST-003356,PROD-000237,0.14285714285714285,3,516,45.65,4.3,0,1.012388825416565,0
CUST-003356,PROD-000561,0.1,2,446,79.03,4.0,0,0.9670357704162598,0
CUST-003626,PROD-000039,0.14285714285714285,0,529,1023.42,4.4,0,0.040299028158187866,0
CUST-003626,PROD-000831,0.5,2,557,78.59,4.3,0,0.8578855991363525,0
CUST-004102,PROD-000964,0.05263157894736842,1,448,844.03,4.2,0,0.6711351871490479,0
CUST-004102,PROD-001061,0.05555555555555555,1,518,15.49,3.2,0,0.7237417101860046,0
CUST-004176,PROD-000567,0.5,4,571,193.18,4.8,0,0.9220744371414185,0
CUST-004176,PROD-000912,0.09090909090909091,0,533,335.86,4.4,0,0.028680944815278053,0
CUST-005053,PROD-000622,0.5,4,510,115.83,4.7,0,0.9277995824813843,0
CUST-005053,PROD-001017,0.05,0,532,427.73,3.0,0,-0.20171096920967102,0
CUST-005059,PROD-000833,0.05263157894736842,0,488,148.55,4.9,0,-0.21387802064418793,0
CUST-005059,PROD-000251,0.0625,0,475,26.37,4.0,0,0.062465474009513855,0
CUST-005125,PROD-001133,0.058823529411764705,1,545,249.37,3.1,0,0.9139944314956665,0
CUST-005125,PROD-000016,0.05,1,504,1061.28,3.7,0,0.8249257802963257,0
CUST-005130,PROD-001001,0.16666666666666666,4,499,689.07,3.1,0,0.9377530813217163,0
CUST-005130,PROD-000112,0.5,5,549,181.25,2.6,0,0.9713946580886841,0
CUST-005697,PROD-000276,0.058823529411764705,0,549,138.78,3.3,0,0.17866989970207214,0
CUST-005697,PROD-000278,0.3333333333333333,3,604,73.34,2.9,0,0.8978024125099182,0
CUST-006029,PROD-001097,0.16666666666666666,3,486,271.51,2.7,0,0.9111608266830444,0
CUST-006029,PROD-000313,0.3333333333333333,3,499,22.08,2.8,0,0.9151263236999512,0
CUST-007019,PROD-000314,0.05555555555555555,0,477,236.96,3.8,0,-0.21035803854465485,1
CUST-007019,PROD-000146,0.3333333333333333,4,525,590.68,4.5,0,0.9065454006195068,0
CUST-007019,PROD-000050,0.125,3,540,853.48,3.2,0,0.8994942903518677,0
CUST-007019,PROD-000482,0.07692307692307693,1,507,41.06,2.9,0,0.6876336932182312,0
CUST-007019,PROD-000549,0.25,4,607,16.24,2.8,0,0.9637734293937683,0
CUST-007629,PROD-000666,0.05263157894736842,0,505,401.03,2.7,0,0.613627016544342,0
CUST-007629,PROD-000414,0.125,2,524,113.12,4.4,0,0.8790900707244873,0
CUST-007797,PROD-000237,0.05263157894736842,0,516,45.65,4.3,0,0.053429365158081055,0
